customer_id,amount_spent,num_positive_reviews,num_reviews
17591,106320.95999999928,3340,8016
13807,4954.400000000003,91,308
15081,24367.500000000346,560,1750
17870,92580.59999999608,5320,13720
12386,13262.699999999995,130,330
16779,449524.1499999936,5504,14792
15750,88244.27999999984,5015,10620
13842,142196.03999999713,3708,8652
13199,460786.120000004,1680,5640
17706,363505.32000000525,3555,14220
16081,117889.79999999661,3405,9534
17975,175744.4000000001,4455,11880
16122,31483.319999999996,570,1748
13126,76082.72999999905,1420,5254
15973,4190.339999999986,60,252
15529,174582.3199999906,10110,29656
18043,25177.950000000917,2057,5445
17324,49511.500000000415,700,2500
17341,36723.92000000126,3477,8601
14051,820299.0200000278,4085,11395
15916,67105.799999999,2880,7200
16233,14774.549999999916,325,875
16385,15564.919999999876,531,1652
17213,123348.59999999941,2132,7380
14217,102044.0800000002,2675,5671
16679,5709.0,48,132
18269,6806.10000000003,144,392
12766,258616.30999999723,4340,11470
18193,8518.399999999954,288,720
15005,346107.4399999657,19720,64960
15680,56014.55999999986,1014,3276
13649,16290.199999999864,276,1081
13270,30680.0,19,52
14618,22620.779999999962,238,714
14866,596292.8999999914,1236,4326
13077,26982.99000000018,1232,4144
13115,127926.53999999854,2112,7656
13531,26608.999999999738,418,1210
13140,17796.240000000005,690,1932
15713,20111.49999999988,320,1160
17999,17956.82000000013,1116,4371
13984,24401.499999999913,272,850
15996,50149.44000000109,3144,6288
14030,106204.04999999107,4131,10935
16252,-10623.240000000027,294,756
16700,211679.99999997942,4992,13104
16011,191674.4699999954,4240,12084
14243,98899.32000000296,2220,5772
15079,56300.580000000045,768,3024
14437,-2343.600000000008,114,324
12942,22568.70000000043,900,2475
18092,380761.91999999894,1260,3780
12481,206861.81999999532,2180,8066
12721,92014.30000000099,2132,5740
12621,694215.570000026,10428,24174
13369,10022.499999999949,190,722
17857,1124060.2800000096,616,2352
17411,27710.77999999992,516,1591
14932,16722.37999999996,153,782
12429,187519.99999999613,1649,4850
14479,13598.749999999998,180,774
17430,12756.480000000038,210,672
16520,43538.040000001565,1570,6594
15181,25170.359999999906,288,666
13102,259787.8899999831,4340,12710
15271,91975.33999999748,3575,10175
17978,11134.039999999972,108,444
16519,8173.040000000009,130,494
17816,1681.7600000000016,238,782
12649,24752.110000000055,363,1353
16350,46219.74000000042,780,2520
12872,20398.98000000035,924,2244
18230,105947.39999999893,1246,3471
16499,19784.199999999968,440,1364
15192,57437.5999999994,867,2805
15380,58882.600000000406,481,1295
17442,119354.04000000066,2660,7560
17950,22189.63999999996,1368,3384
12826,71937.8800000019,1316,4606
15811,106394.68000000222,1946,6811
17700,115408.93999999789,2774,6716
13136,124723.62000000187,2502,6811
15535,20235.600000000708,624,3432
12605,-374.9999999999992,51,150
15329,37203.499999999796,682,2294
15596,51046.919999999736,840,3192
16163,21638.399999999994,70,343
13230,154750.95999999833,12852,34272
17530,93014.99999999984,5122,15366
15805,250799.81999998642,3684,14122
17076,31119.960000000126,275,925
17827,83809.31999999791,1980,9240
17790,90415.29999999971,1520,8740
17912,12120.009999999993,800,1640
15723,10358.099999999973,779,2091
16656,471253.20000001165,1120,4400
14037,6476.799999999963,420,1232
14543,119562.97000000066,1070,4387
16062,47298.42000000127,1024,2624
18116,62393.31999999597,3780,16632
13148,143984.63999999536,5552,14921
14107,134423.99999999814,1736,6200
12785,14368.370000000023,225,705
15514,142233.1199999995,2616,10464
17220,134326.49999999828,7080,19824
16873,240254.53999999887,3179,9826
14062,429058.84999999905,1887,4551
15179,87448.0000000007,1140,3800
18016,66760.2000000001,2214,5535
15503,4853.969999999982,1050,2310
17251,11331.200000000032,702,1560
17126,37690.300000000614,2882,9956
15224,13350.64,240,688
12753,861984.4100000102,4370,9430
17372,48336.480000000396,5313,9108
16367,25743.679999999993,1430,4160
12875,10983.359999999984,20,64
16010,20375.00000000013,1720,4300
13668,242426.72999999818,6012,19539
15547,198193.60000000574,9126,28080
13959,25124.400000000613,828,3864
16665,7176.199999999969,162,477
17937,197856.12000000165,645,1978
14608,83902.0500000001,180,940
13198,118443.14999999975,2519,8015
12540,519052.56000003085,6253,18759
15689,9655.80000000001,117,342
15854,124935.29999999728,1820,5880
16701,242062.6900000045,2156,7238
16927,25523.34999999996,90,282
17990,27126.120000000123,232,1247
17338,257875.0199999956,12112,29523
17799,151304.00000000242,4920,20500
17303,9501.520000000022,583,2014
17890,25889.870000000443,1222,4042
17375,17507.50000000043,923,3337
15777,40864.39999999951,286,880
13324,282912.0000000024,847,3080
13802,179688.419999999,924,3036
15468,17976.85999999985,406,1189
16570,159409.80000000072,1596,5852
18141,-1911.600000000002,25,54
16262,-949.4999999999995,27,90
17194,11555.28000000006,435,1276
14057,282780.3999999898,6402,13386
16812,26843.59999999989,345,840
12370,117007.76999999765,1670,5511
17158,59547.59000000076,804,3149
16899,49980.84000000047,1625,4875
16531,64718.68000000161,1540,4004
17404,1636244.2799999828,3015,10854
16556,122610.22999999438,2070,7659
16805,23950.680000000673,1666,5096
16503,54014.33999999965,1118,3268
12829,11134.199999999972,132,528
12867,155462.580000003,7714,21489
15392,66692.119999999,1190,3740
13846,27971.129999999885,406,1914
16145,175873.06000000527,2607,11139
13496,29042.71000000001,612,1692
17230,135200.12999999832,1022,2847
17525,20712.29999999989,108,441
13458,362440.9600000129,3940,14972
14426,160674.9000000035,1584,10824
16003,93002.58000000051,1236,3502
15101,12091.169999999995,126,351
17033,49446.720000000816,476,1344
13221,27964.530000000304,858,2178
17692,27137.27999999995,611,1739
15822,38075.20999999986,561,1419
16134,30788.18999999981,532,1938
12666,-8415.279999999993,32,74
